,Age,EmploymentType,GraduateOr0t,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
1279,29,1,1,1200000,5,0,1,0,1
1280,25,1,1,1400000,4,0,0,1,1
1281,29,0,1,600000,4,0,0,0,0
1282,31,1,1,1400000,3,0,1,1,1
1283,28,1,1,900000,2,0,1,0,0
1284,33,0,1,400000,5,0,0,0,0
1285,26,0,1,500000,4,0,0,0,0
1286,28,1,1,550000,3,0,0,0,0
1287,34,1,1,500000,4,0,0,0,0
1288,28,1,1,750000,3,0,0,0,0
1289,28,1,1,800000,2,0,0,0,0
1290,31,1,1,1400000,5,0,1,1,1
1291,34,1,1,1500000,5,1,1,1,1
1292,33,0,1,650000,9,1,0,0,0
1293,28,0,1,300000,6,1,0,0,0
1294,28,1,1,600000,4,0,0,0,0
1295,35,0,1,900000,7,1,1,0,1
1296,29,1,1,1050000,3,0,0,0,0
1297,28,0,1,300000,4,0,0,0,0
1298,27,0,1,500000,2,1,0,0,1
1299,28,1,1,700000,6,1,0,0,0
1300,31,0,1,1200000,6,0,0,0,0
1301,28,1,0,550000,3,0,0,0,0
1302,28,1,0,550000,3,0,0,0,1
1303,28,1,1,1200000,5,0,0,0,0
1304,34,1,1,1050000,5,0,0,0,1
1305,29,1,1,900000,5,0,0,0,1
1306,28,1,1,700000,5,1,0,0,0
1307,28,1,1,900000,3,0,0,0,0
1308,31,1,1,1250000,7,1,0,0,0
1309,33,1,1,1400000,4,0,0,1,1
1310,28,1,1,1150000,6,0,0,0,1
1311,28,1,1,800000,3,0,0,0,1
1312,34,1,1,1300000,5,0,0,0,0
1313,29,1,1,900000,7,0,0,0,0
1314,31,1,1,1400000,6,0,0,1,1
1315,25,1,0,1150000,3,0,0,0,0
1316,31,1,1,1400000,3,0,0,1,1
1317,25,1,0,1700000,4,0,1,0,1
1318,31,1,1,1350000,3,1,0,1,1
1319,26,1,1,600000,6,0,1,0,0
1320,31,1,1,1350000,3,0,1,1,1
1321,31,0,0,300000,7,0,0,0,0
1322,34,1,1,1050000,6,0,0,0,1
1323,34,1,1,1750000,5,0,0,0,0
1324,33,0,1,400000,9,1,0,0,1
1325,30,1,0,800000,4,0,0,0,1
1326,34,1,1,700000,5,0,0,0,0
1327,28,1,1,800000,4,0,1,0,0
1328,28,1,1,900000,2,0,1,0,0
1329,33,1,1,1400000,4,0,0,1,1
1330,33,0,1,1100000,4,0,0,0,0
1331,31,1,1,1250000,5,0,0,0,1
1332,29,1,1,1200000,4,0,0,0,0
1333,28,1,1,1250000,5,0,0,0,0
1334,25,0,1,750000,3,0,0,1,1
1335,25,0,1,750000,5,1,1,0,0
1336,28,1,1,900000,3,0,0,0,0
1337,28,1,1,1250000,4,0,0,0,0
1338,28,1,1,1450000,4,0,1,1,1
1339,34,1,1,1500000,5,0,1,1,1
1340,28,1,1,700000,4,1,0,0,1
1341,34,1,1,1000000,3,0,0,0,0
1342,25,1,1,1400000,3,0,0,1,1
1343,26,1,1,1500000,5,1,1,1,1
1344,25,1,1,1700000,3,0,1,0,1
1345,28,1,1,700000,2,1,0,0,0
1346,29,1,1,1100000,4,0,0,0,0
1347,28,1,1,1300000,3,0,0,0,0
1348,33,0,1,800000,4,0,0,0,0
1349,26,1,1,1400000,3,0,0,1,1
1350,33,0,1,700000,3,1,0,0,1
1351,28,1,1,1100000,4,0,0,0,0
1352,31,0,1,400000,5,0,0,0,0
1353,33,1,1,1200000,2,0,0,0,0
1354,26,1,1,1400000,9,1,0,1,1
1355,30,1,0,650000,6,0,1,0,1
1356,30,1,0,550000,3,0,1,1,0
1357,30,1,0,550000,7,0,0,0,0
1358,26,1,1,1500000,4,0,1,1,1
1359,32,0,1,850000,9,0,1,0,1
1360,34,1,1,1300000,2,0,0,0,0
1361,26,1,1,1400000,4,0,0,1,1
1362,28,1,1,700000,2,1,0,0,1
1363,28,0,1,600000,7,0,0,0,0
1364,29,1,1,350000,6,1,0,0,0
1365,34,1,0,750000,3,0,1,0,0
1366,31,0,0,1750000,2,0,0,0,0
1367,27,0,1,850000,5,0,0,0,1
1368,29,1,1,1350000,6,0,0,1,1
1369,34,1,0,750000,4,0,1,0,0
1370,28,1,1,800000,6,0,0,0,0
1371,28,0,1,1200000,4,0,0,0,1
1372,33,1,1,550000,5,1,0,0,1
1373,28,1,1,650000,4,0,1,0,0
1374,28,0,1,300000,6,1,0,0,0
1375,28,1,1,1450000,5,0,1,1,1
1376,27,0,1,750000,3,1,0,0,0
1377,26,0,1,1450000,3,0,1,1,1
1378,34,0,1,1300000,2,1,0,0,0
1379,35,1,0,800000,3,0,1,0,0
1380,28,1,1,500000,5,1,0,0,1
1381,25,1,1,1400000,4,1,0,1,1
1382,28,1,1,1400000,4,0,0,1,1
1383,25,1,1,1400000,2,1,0,1,1
1384,34,1,1,1000000,4,0,1,0,0
1385,27,0,1,500000,4,0,0,0,0
1386,28,1,1,500000,4,0,0,0,0
1387,30,1,0,650000,6,1,0,0,1
1388,27,1,0,350000,5,1,0,0,0
1389,25,1,0,1150000,6,0,0,0,1
1390,32,0,1,900000,5,0,0,0,0
1391,31,1,1,1400000,4,1,0,1,0
1392,27,0,1,1050000,2,0,0,0,1
1393,33,0,1,1000000,4,0,1,1,0
1394,30,1,0,650000,3,1,0,0,0
1395,35,0,1,1100000,2,1,0,0,0
1396,32,0,1,350000,5,1,0,0,0
1397,28,1,1,900000,9,1,0,1,0
1398,31,1,1,1400000,3,0,1,1,1
1399,25,1,0,600000,3,1,0,0,0
1400,29,1,1,1050000,6,1,1,0,0
1401,28,0,1,300000,3,0,0,0,0
1402,26,1,1,600000,4,1,0,0,0
1403,28,1,1,750000,2,0,0,0,1
1404,34,1,1,1000000,6,0,0,0,1
1405,28,0,1,600000,8,0,0,0,0
1406,33,0,1,1100000,4,0,0,0,0
1407,31,1,1,1250000,4,0,0,0,0
1408,33,0,1,700000,7,0,0,0,1
1409,28,1,1,1200000,3,0,0,0,1
1410,28,1,1,550000,8,0,0,0,0
1411,29,1,1,1200000,3,1,0,0,1
1412,26,1,1,500000,4,1,0,0,1
1413,28,1,1,1150000,6,0,0,0,0
1414,34,1,1,700000,3,0,0,0,0
1415,31,0,1,1300000,3,1,0,0,1
1416,26,1,1,600000,6,1,0,0,0
1417,35,1,0,800000,5,0,0,0,0
1418,30,1,0,800000,4,0,0,0,1
1419,27,0,1,1050000,5,0,0,0,0
1420,33,0,1,700000,3,0,0,0,0
1421,31,1,1,1350000,3,1,1,1,1
1422,28,1,1,700000,4,0,1,0,0
1423,33,1,1,550000,8,0,0,0,0
1424,31,0,1,400000,9,0,0,0,0
1425,28,0,1,600000,4,0,0,0,0
1426,26,0,1,500000,6,1,0,0,0
1427,25,1,0,1150000,6,0,0,0,1
1428,34,1,1,1300000,7,0,0,0,1
1429,32,0,1,650000,3,0,0,0,1
1430,25,1,1,1400000,6,0,0,1,1
1431,25,1,0,1150000,6,0,0,0,1
1432,28,1,1,700000,3,0,0,0,1
1433,31,1,1,1400000,4,0,0,1,1
1434,34,1,1,1750000,3,0,1,0,0
1435,34,1,1,500000,4,0,0,0,1
1436,31,1,1,900000,5,0,0,0,0
1437,30,1,0,500000,7,0,0,0,1
1438,32,0,1,850000,3,0,1,0,0
1439,33,0,1,400000,7,1,0,0,1
1440,34,1,1,850000,5,0,0,0,0
1441,31,0,1,400000,4,0,0,0,0
1442,26,1,1,500000,2,0,0,0,0
1443,29,1,1,1200000,7,1,0,0,1
1444,31,1,1,900000,6,0,0,0,0
1445,28,1,1,1100000,4,1,0,0,0
1446,29,1,1,500000,5,0,0,0,1
1447,31,0,0,300000,3,1,0,0,0
1448,32,0,1,800000,4,1,0,0,0
1449,29,1,1,1100000,4,1,0,0,0
1450,34,1,1,1050000,7,0,0,0,1
1451,25,1,0,1150000,4,1,0,0,0
1452,31,1,1,1350000,3,0,0,1,1
1453,30,1,0,550000,3,1,0,0,0
1454,27,0,1,1050000,7,1,0,0,0
1455,33,0,1,1100000,4,0,0,0,1
1456,25,1,0,1700000,3,0,1,0,1
1457,25,1,0,600000,3,0,0,0,1
1458,28,1,1,800000,4,0,0,0,0
1459,34,1,1,1500000,5,1,1,1,1
1460,28,1,1,550000,4,0,0,0,0
1461,31,0,0,400000,8,0,0,0,0
1462,28,1,1,500000,3,1,0,0,0
1463,28,1,1,1150000,6,0,0,0,0
1464,31,0,1,400000,3,0,0,0,0
1465,35,1,0,950000,2,1,0,0,0
1466,29,1,1,1200000,7,0,0,0,0
1467,32,0,1,850000,5,1,1,0,0
1468,31,1,1,1250000,6,1,0,0,0
1469,28,0,1,300000,6,0,0,0,0
1470,33,0,1,1100000,4,0,0,0,0
1471,35,0,1,1100000,3,0,0,0,1
1472,28,1,1,1200000,5,0,0,0,0
1473,29,1,1,1050000,6,0,0,0,0
1474,28,0,1,300000,5,1,0,0,0
1475,28,0,1,300000,4,0,0,0,0
1476,33,1,1,1750000,6,0,0,0,1
1477,34,1,1,1000000,5,0,0,0,0
1478,28,0,1,1100000,4,1,0,0,0
1479,25,1,1,1400000,7,0,0,1,1
1480,27,0,1,750000,4,0,1,0,0
1481,34,1,1,500000,6,0,0,0,1
1482,33,0,1,700000,4,0,0,1,0
1483,28,0,1,300000,3,1,0,0,0
1484,28,1,1,800000,4,1,0,0,0
1485,34,1,1,500000,4,0,0,0,0
1486,32,0,1,350000,5,0,0,0,0
1487,32,0,1,350000,3,0,0,0,0
1488,28,1,1,700000,4,0,0,0,0
1489,29,1,1,1350000,4,0,0,1,1
1490,25,1,0,1150000,5,0,0,0,0
1491,26,1,1,1400000,7,1,1,1,1
1492,27,1,0,1000000,6,0,0,0,0
1493,32,0,1,900000,6,1,0,0,0
1494,25,0,1,750000,6,0,0,0,1
1495,29,1,1,600000,4,0,0,0,1
1496,28,1,1,750000,4,0,0,0,0
1497,33,0,1,400000,6,0,0,0,1
1498,33,0,1,600000,4,0,0,0,0
1499,28,1,1,1200000,3,0,0,0,0
1500,25,1,1,1750000,3,0,0,1,1
1501,28,1,1,800000,4,0,0,0,0
1502,28,1,1,750000,6,1,0,0,0
1503,29,1,1,500000,4,0,0,0,0
1504,34,1,1,850000,2,0,0,0,0
1505,27,0,1,500000,4,0,0,0,0
1506,28,1,1,1150000,6,1,0,0,0
1507,27,0,1,750000,5,0,0,0,0
1508,25,1,0,1700000,5,0,1,1,1
1509,28,1,1,1300000,4,1,0,0,0
1510,26,1,1,500000,3,0,0,0,0
1511,26,1,1,1300000,5,0,0,0,0
1512,28,1,1,500000,3,0,0,0,0
1513,28,1,1,1450000,5,0,1,1,1
1514,34,1,1,1000000,6,1,0,0,1
1515,32,0,1,350000,3,1,0,0,0
1516,34,0,1,1300000,2,0,0,0,0
1517,26,1,1,1400000,4,1,0,1,1
1518,31,1,1,1250000,6,0,0,0,1
1519,28,0,1,300000,6,0,0,0,1
1520,28,0,1,600000,4,1,0,0,0
1521,29,1,1,1350000,5,0,0,1,1
1522,31,0,0,400000,3,0,0,0,0
1523,27,0,1,750000,5,0,0,0,0
1524,29,1,1,1200000,3,0,0,0,0
1525,30,1,0,800000,4,0,0,0,0
1526,30,1,0,550000,5,1,0,0,1
1527,31,1,1,1250000,5,0,0,0,1
1528,28,1,1,750000,2,0,0,0,0
1529,31,1,1,1250000,4,0,0,0,1
1530,26,1,1,500000,5,0,0,0,0
1531,27,0,1,750000,5,0,0,0,0
1532,28,0,1,1200000,5,0,0,0,0
1533,33,0,1,600000,8,0,0,0,1
1534,33,0,1,1750000,6,0,0,0,1
1535,33,0,1,650000,5,0,1,0,1
1536,26,1,1,600000,7,1,0,0,0
1537,29,1,1,500000,4,0,0,0,1
1538,31,0,1,400000,5,0,0,0,0
1539,33,1,1,550000,7,1,1,0,1
1540,34,0,1,1100000,4,0,0,0,0
1541,28,1,1,1100000,4,0,0,0,0
1542,28,1,1,800000,3,0,0,0,0
1543,32,0,1,350000,4,0,0,0,0
1544,29,1,1,1200000,8,0,0,0,0
1545,34,1,0,1400000,3,0,1,1,1
1546,30,1,0,550000,2,1,0,0,0
1547,34,1,1,1500000,4,1,1,1,1
1548,27,1,0,450000,3,0,0,0,0
1549,28,1,1,700000,4,1,0,0,0
1550,28,1,1,1200000,7,0,0,0,0
1551,28,1,1,1300000,6,0,0,0,0
1552,28,1,1,750000,2,0,0,0,1
1553,28,1,1,1450000,3,0,1,1,1
1554,31,1,1,900000,5,0,1,0,0
1555,26,1,1,1400000,9,1,0,1,1
1556,30,1,0,1450000,6,0,1,1,1
1557,32,0,1,800000,7,0,0,0,0
1558,32,0,1,800000,5,0,0,0,0
1559,34,1,1,1050000,3,1,0,0,0
1560,28,1,1,1200000,4,0,0,0,0
1561,28,1,1,700000,7,0,0,0,0
1562,29,1,1,1100000,4,0,0,0,1
1563,31,1,1,1250000,7,0,0,0,0
1564,30,1,0,550000,5,0,0,0,0
1565,28,1,1,800000,2,0,0,0,0
1566,34,1,1,1500000,3,1,1,1,1
1567,33,1,1,1500000,5,0,1,1,1
1568,29,1,1,1200000,5,0,0,1,0
1569,27,0,1,500000,5,0,0,0,0
1570,28,1,1,700000,5,0,0,1,0
1571,34,1,1,1500000,6,0,1,1,1
1572,25,1,0,1150000,5,0,1,0,0
1573,33,0,1,650000,4,1,0,0,0
1574,28,1,0,550000,7,0,0,0,0
1575,30,1,0,550000,3,0,0,0,0
1576,28,1,1,1100000,4,0,0,0,1
1577,28,0,0,300000,4,0,0,0,0
1578,27,0,1,500000,6,1,0,0,0
1579,28,1,1,1200000,3,1,1,0,0
1580,28,1,1,1200000,5,1,1,0,0
1581,33,1,1,550000,6,0,0,0,1
1582,31,1,1,900000,4,0,0,0,0
1583,28,0,1,300000,6,0,0,0,0
1584,28,0,1,300000,3,0,0,0,0
1585,25,1,1,1700000,2,1,1,0,1
1586,28,1,1,1450000,4,0,1,1,1
1587,28,1,1,750000,3,0,0,0,0
1588,31,1,1,900000,5,1,1,0,0
1589,25,1,1,1400000,4,0,1,1,1
1590,30,1,0,550000,5,0,1,0,0
1591,28,0,1,300000,3,0,0,0,0
1592,25,1,0,1700000,5,0,1,0,1
1593,26,1,1,500000,8,0,0,0,0
1594,25,1,1,1400000,5,1,0,1,1
1595,34,1,1,500000,5,0,0,0,0
1596,31,0,0,400000,3,0,0,0,0
1597,31,1,1,1250000,6,0,0,0,0
1598,32,0,1,650000,5,1,0,0,0
1599,27,0,1,850000,3,0,0,0,0
1600,28,0,1,300000,7,0,0,0,1
1601,28,1,1,1250000,4,1,0,0,0
1602,28,1,1,700000,5,0,0,0,0
1603,28,0,1,600000,6,0,0,0,0
1604,29,1,1,1050000,7,0,0,0,0
1605,26,1,1,450000,4,0,0,0,0
1606,33,0,1,700000,2,0,0,0,0
1607,29,1,1,350000,8,1,0,0,1
1608,26,1,1,1500000,6,0,1,1,1
1609,27,0,1,500000,3,1,0,0,0
1610,33,1,1,550000,5,0,1,0,0
1611,26,1,1,1400000,6,1,0,1,1
1612,31,1,1,1400000,6,0,0,1,1
1613,28,1,1,550000,4,0,1,0,0
1614,34,0,1,1300000,4,0,0,0,1
1615,30,1,0,650000,5,0,0,0,0
1616,27,0,1,500000,2,0,0,0,1
1617,28,1,1,1150000,7,1,0,0,0
1618,28,0,1,300000,4,0,0,0,0
1619,25,0,1,750000,6,0,0,0,0
1620,27,0,1,850000,4,1,0,0,0
1621,31,1,1,900000,4,1,0,0,0
1622,34,1,1,1000000,9,0,0,0,1
1623,33,1,1,1400000,3,0,0,1,1
1624,25,1,0,1150000,6,1,0,0,1
1625,28,0,1,300000,3,1,0,0,1
1626,26,1,1,600000,3,0,0,0,0
1627,29,1,1,1050000,3,0,0,0,1
1628,29,1,1,1150000,4,1,0,0,0
1629,34,1,1,1000000,5,0,1,0,0
1630,31,1,1,900000,4,1,0,0,1
1631,33,0,1,1000000,3,0,0,0,0
1632,32,0,1,800000,7,0,0,0,0
1633,25,1,0,1150000,3,0,1,0,0
1634,34,1,1,1000000,5,0,0,0,0
1635,31,1,1,1250000,5,0,0,0,0
1636,28,1,1,1400000,4,0,1,1,0
1637,35,1,0,800000,5,0,0,1,1
1638,29,1,1,1200000,4,0,0,0,1
1639,25,1,1,1700000,4,0,1,0,1
1640,26,1,1,600000,6,0,0,0,0
1641,28,1,1,1100000,4,0,0,0,0
1642,31,1,1,1250000,7,0,0,0,0
1643,28,1,1,1150000,9,0,0,0,0
1644,28,1,1,1100000,7,0,0,0,1
1645,25,1,0,1150000,3,0,1,0,0
1646,28,1,1,1250000,3,1,0,0,1
1647,34,1,1,850000,5,1,1,0,0
1648,28,1,1,1100000,5,0,0,0,0
1649,28,1,1,1150000,4,1,0,0,0
1650,25,1,1,1800000,4,1,1,0,1
1651,34,1,1,1500000,3,0,1,1,1
1652,34,0,1,1100000,7,1,1,0,1
1653,26,1,1,500000,5,1,0,0,1
1654,25,1,1,1400000,5,1,1,1,1
1655,28,0,1,300000,7,1,0,0,0
1656,26,1,1,600000,3,0,0,0,0
1657,28,1,1,550000,4,0,0,0,0
1658,35,1,0,950000,6,0,0,1,0
1659,29,1,1,500000,3,0,0,0,0
1660,29,1,1,1200000,5,0,0,0,1
1661,28,1,1,700000,4,0,0,0,0
1662,28,1,1,550000,6,0,1,0,0
1663,28,1,1,1250000,3,0,0,0,0
1664,25,1,0,1150000,4,0,1,0,0
1665,31,0,0,300000,5,0,0,0,0
1666,34,1,0,1300000,6,0,0,0,1
1667,28,1,1,750000,5,0,0,0,0
1668,29,1,1,350000,9,0,0,0,0
1669,26,1,1,500000,5,1,0,0,1
1670,34,1,1,1050000,8,1,0,0,1
1671,29,1,1,1350000,8,0,0,1,1
1672,28,1,1,1350000,5,0,0,1,1
1673,28,1,1,700000,3,0,0,0,0
1674,34,1,0,950000,3,0,1,0,0
1675,33,1,1,750000,7,1,0,0,1
1676,27,0,1,1050000,7,0,0,0,1
1677,28,0,1,300000,3,1,0,0,0
1678,31,1,1,1350000,7,0,1,1,1
1679,28,1,1,550000,4,0,0,0,0
1680,31,0,1,1300000,8,0,0,0,0
1681,29,1,1,1050000,7,0,0,0,0
1682,30,1,0,800000,3,0,0,0,0
1683,28,1,1,800000,4,0,1,0,0
1684,26,1,1,1400000,6,1,0,1,1
1685,28,1,1,750000,5,1,1,0,0
1686,28,1,1,800000,6,0,0,1,0
1687,31,0,0,400000,4,1,0,0,0
1688,31,1,1,1250000,8,0,0,0,0
1689,27,0,1,500000,5,0,0,0,0
1690,35,1,0,800000,6,1,0,1,1
1691,26,1,1,1400000,5,0,0,1,1
1692,29,1,1,1100000,6,0,1,0,0
1693,31,0,1,1300000,2,0,1,0,1
1694,31,0,1,400000,5,0,0,0,0
1695,35,0,1,1100000,5,0,0,0,0
1696,28,1,1,800000,2,1,0,0,0
1697,29,1,1,1050000,5,0,0,0,0
1698,29,1,1,500000,4,0,0,0,0
1699,28,1,1,700000,3,0,0,0,1
1700,28,1,1,800000,6,1,0,0,0
1701,31,1,1,1250000,6,0,0,0,0
1702,27,0,1,1050000,2,0,0,0,0
1703,31,1,1,900000,5,1,0,0,0
1704,26,1,1,1400000,3,1,0,1,0
1705,28,0,1,300000,8,0,0,0,0
1706,33,0,1,400000,6,0,0,0,0
1707,35,1,0,800000,4,0,0,0,0
1708,26,1,1,1250000,3,1,0,0,1
1709,28,1,1,1200000,6,1,0,0,0
1710,31,1,1,1350000,4,0,0,1,1
1711,28,1,1,1100000,4,0,0,0,0
1712,28,1,1,1400000,4,0,0,1,1
1713,28,1,1,800000,4,0,0,0,0
1714,27,0,1,500000,2,0,0,0,0
1715,28,1,1,800000,6,1,0,0,0
1716,31,1,1,1250000,3,0,0,0,0
1717,34,1,1,1500000,5,1,1,1,1
1718,34,1,1,700000,3,0,0,0,1
1719,25,1,1,1700000,3,0,1,0,1
1720,29,1,1,1100000,2,0,0,0,0
1721,30,1,0,1450000,2,1,1,1,1
1722,34,1,1,1500000,3,1,1,1,1
1723,32,0,1,800000,6,0,1,0,0
1724,28,1,1,900000,4,0,1,0,1
1725,28,1,1,700000,3,0,0,0,0
1726,34,1,1,1500000,6,0,1,1,1
1727,28,1,1,1100000,4,0,0,0,0
1728,26,1,1,500000,6,0,0,0,0
1729,35,0,1,900000,7,0,0,0,1
1730,31,1,1,1100000,4,0,0,0,0
1731,31,1,1,500000,5,0,0,0,0
1732,29,1,1,1200000,3,0,0,1,0
1733,31,0,0,300000,5,0,0,0,0
1734,34,1,1,1050000,4,1,0,0,0
1735,34,1,1,500000,6,0,0,0,0
1736,33,1,1,750000,8,1,0,0,1
1737,27,0,1,1050000,7,0,0,0,0
1738,29,1,1,1200000,8,0,1,0,0
1739,29,1,1,500000,2,0,0,0,0
1740,26,1,1,600000,7,0,0,0,0
1741,28,1,1,800000,3,0,0,0,0
1742,28,1,1,800000,3,0,0,0,0
1743,35,1,0,950000,4,0,0,0,1
1744,28,1,0,550000,6,1,0,0,0
1745,34,1,1,850000,4,0,0,1,0
1746,31,0,1,400000,2,0,0,0,0
1747,33,1,1,1500000,5,0,1,1,1
1748,28,1,1,1100000,4,0,1,0,0
1749,33,0,1,1100000,4,1,0,1,0
1750,28,1,1,700000,5,0,0,0,0
1751,28,0,1,300000,5,0,0,0,0
1752,26,0,1,500000,5,1,0,0,0
1753,33,0,1,600000,7,0,0,0,1
1754,30,1,0,1450000,4,1,1,1,1
1755,34,1,1,850000,5,1,0,0,0
1756,29,1,1,900000,3,0,0,0,1
1757,25,1,0,1150000,7,0,0,0,0
1758,26,0,1,500000,6,0,0,0,0
1759,25,0,1,750000,2,0,1,0,0
1760,34,1,1,1500000,3,0,1,1,1
1761,30,1,0,500000,7,1,0,0,0
1762,28,1,1,1300000,5,1,1,0,0
1763,29,1,1,1050000,3,0,0,0,0
1764,32,0,1,900000,5,0,1,0,0
1765,34,1,1,1300000,6,1,0,0,1
1766,26,0,1,550000,4,0,0,0,0
1767,35,1,0,800000,4,0,0,0,1
1768,28,1,1,650000,3,0,0,0,0
1769,29,1,1,1050000,5,0,0,0,0
1770,34,1,1,1050000,4,1,0,0,0
1771,26,1,1,1400000,4,0,0,1,1
1772,28,1,1,1150000,8,0,1,0,0
1773,28,1,1,500000,4,0,0,0,0
1774,32,0,1,350000,5,0,0,0,0
1775,33,0,1,1100000,8,0,0,0,1
1776,29,1,1,1200000,4,0,0,0,0
1777,34,1,1,700000,4,1,1,0,0
1778,28,1,1,750000,4,0,1,0,0
1779,25,1,0,1700000,6,0,1,0,1
1780,31,1,1,950000,3,0,1,0,0
1781,29,1,1,600000,5,1,0,0,0
1782,34,1,1,850000,4,0,0,0,0
1783,29,1,1,1200000,9,0,0,0,1
1784,34,1,1,700000,4,0,0,0,1
1785,25,1,0,1150000,2,0,0,1,0
1786,31,1,1,950000,4,0,0,0,0
1787,34,1,1,500000,5,0,0,0,0
1788,26,1,1,1750000,3,0,0,0,0
1789,28,1,1,1150000,3,1,0,0,0
1790,28,1,1,1150000,4,0,0,0,0
1791,28,1,1,1200000,5,0,0,0,0
1792,34,1,1,1500000,3,0,1,1,1
1793,34,1,1,1500000,3,0,1,1,1
1794,28,1,1,1450000,5,0,1,1,1
1795,27,0,1,850000,4,0,0,0,0
1796,28,1,1,1200000,3,0,0,0,0
1797,28,1,1,800000,3,1,0,0,0
1798,25,1,1,1700000,3,0,1,0,1
1799,26,0,1,1450000,3,0,1,1,1
1800,25,0,1,750000,3,1,0,0,0
1801,29,1,1,1200000,4,0,0,0,0
1802,31,0,1,400000,6,0,0,0,0
1803,33,1,1,1400000,5,0,0,1,1
1804,28,1,1,1100000,5,0,0,0,0
1805,29,1,1,1200000,4,0,0,0,0
1806,26,0,1,550000,4,0,0,0,1
1807,26,1,1,600000,3,0,0,0,0
1808,28,1,1,500000,4,1,0,0,0
1809,28,0,1,300000,6,1,0,0,0
1810,27,1,0,350000,4,0,0,0,0
1811,29,1,1,1100000,8,0,0,0,0
1812,28,1,1,800000,6,0,0,1,0
1813,29,1,1,1350000,4,0,0,1,1
1814,28,1,0,550000,5,0,1,0,1
1815,33,1,1,550000,3,1,0,0,1
1816,34,1,1,1000000,3,0,1,0,0
1817,29,1,1,1050000,7,0,1,0,1
1818,26,0,1,500000,8,0,0,0,0
1819,25,1,1,1400000,3,0,0,1,1
1820,28,1,1,800000,5,0,0,0,0
1821,25,1,0,1350000,5,1,0,1,1
1822,35,1,0,800000,5,0,0,0,0
1823,25,1,1,1800000,6,0,1,0,1
1824,28,1,1,800000,4,1,1,0,0
1825,29,1,1,600000,6,0,0,0,0
1826,29,1,1,1200000,6,0,0,0,0
1827,32,0,1,800000,5,1,1,0,1
1828,28,0,1,300000,3,0,0,0,0
1829,31,1,1,1400000,4,1,0,1,1
1830,25,1,1,1700000,6,0,1,0,1
1831,31,0,0,350000,4,1,0,0,0
1832,29,1,1,1050000,5,0,0,0,0
1833,29,1,1,1200000,5,0,0,0,0
1834,31,1,1,1100000,4,0,1,0,0
1835,31,0,0,400000,5,0,0,0,0
1836,33,0,1,800000,4,0,0,0,0
1837,34,1,1,1300000,5,0,0,1,0
1838,28,1,1,700000,4,1,0,1,0
1839,32,0,1,350000,3,0,0,1,0
1840,28,1,1,900000,8,0,0,0,0
1841,32,0,1,350000,3,0,0,1,0
1842,34,1,1,700000,4,1,1,0,0
1843,28,1,1,1200000,4,0,0,0,0
1844,27,1,0,350000,5,1,0,0,0
1845,28,0,1,300000,5,0,0,0,0
1846,32,0,1,850000,4,0,0,0,0
1847,28,0,1,1200000,3,0,0,0,1
1848,31,0,0,400000,7,1,0,0,0
1849,28,1,1,1250000,7,0,0,0,0
1850,28,0,1,300000,5,0,0,0,0
1851,28,1,0,550000,6,0,0,0,1
1852,28,1,1,1200000,6,1,0,0,0
1853,34,1,1,700000,5,0,0,0,0
1854,34,0,1,1300000,5,0,1,0,1
1855,27,1,0,1550000,4,0,1,0,1
1856,26,1,1,600000,3,0,1,0,0
1857,27,0,1,900000,4,0,0,0,0
1858,30,1,0,750000,3,1,0,0,1
1859,32,0,1,800000,3,1,0,0,0
1860,28,1,1,550000,8,0,0,0,0
1861,34,1,1,1050000,5,0,1,0,0
1862,28,1,1,550000,5,0,0,0,0
1863,34,1,1,500000,5,0,0,0,0
1864,31,0,1,400000,6,1,0,0,1
1865,26,1,1,1400000,6,0,0,1,1
1866,28,0,1,300000,7,1,0,0,0
1867,35,1,0,800000,5,0,0,0,1
1868,25,1,1,1400000,5,0,0,1,1
1869,31,0,1,1500000,2,0,1,1,1
1870,25,1,1,1700000,3,0,1,0,1
1871,34,1,1,1500000,4,0,1,1,1
1872,29,1,1,1050000,7,0,0,0,0
1873,34,1,1,1000000,3,0,0,0,0
1874,29,1,1,500000,3,0,0,0,0
1875,26,1,1,1400000,5,0,0,1,1
1876,34,1,1,1500000,4,1,1,1,1
1877,28,1,1,1100000,7,0,1,0,0
1878,28,1,1,700000,4,0,0,0,1
1879,27,1,0,350000,2,0,0,0,0
1880,27,0,1,1050000,4,1,0,0,1
1881,34,1,1,1300000,4,0,0,0,1
1882,31,1,1,1350000,9,1,0,1,1
1883,27,0,1,500000,4,0,0,0,0
1884,28,0,1,1200000,4,0,0,0,1
1885,35,0,1,1100000,3,0,0,0,0
1886,32,0,1,350000,6,0,0,0,0
1887,31,1,1,900000,5,0,0,0,0
1888,26,1,1,750000,5,1,0,0,0
1889,31,0,1,1300000,6,0,0,0,0
1890,28,0,1,1200000,5,0,0,0,0
1891,28,1,1,800000,7,1,0,0,1
1892,28,1,1,700000,5,0,0,0,0
1893,32,0,1,850000,4,1,0,0,0
1894,28,1,1,700000,4,1,0,0,0
1895,26,0,1,500000,3,0,0,0,0
1896,31,1,1,1400000,3,0,0,1,1
1897,35,0,1,1100000,4,0,1,0,1
1898,25,1,0,600000,4,1,1,0,0
